uid HMR VR rep update efficiency
HMR0.1_14 HMR0.1 VR0.1 14 1100 0.998768
HMR0.1_14 HMR0.1 VR0.1 14 1200 0.9987
HMR0.1_14 HMR0.1 VR0.1 14 1300 0.998631
HMR0.1_14 HMR0.1 VR0.1 14 1400 0.998612
HMR0.1_14 HMR0.1 VR0.1 14 1500 0.998552
HMR0.1_14 HMR0.1 VR0.1 14 1600 0.998529
HMR0.1_14 HMR0.1 VR0.1 14 1700 0.998467
HMR0.1_14 HMR0.1 VR0.1 14 1800 0.998412
HMR0.1_14 HMR0.1 VR0.1 14 1900 0.998385
HMR0.1_14 HMR0.1 VR0.1 14 2000 0.998303
HMR0.1_14 HMR0.1 VR0.1 14 2100 0.998219
HMR0.1_14 HMR0.1 VR0.1 14 2200 0.998145
HMR0.1_14 HMR0.1 VR0.1 14 2300 0.998043
HMR0.1_14 HMR0.1 VR0.1 14 2400 0.997965
HMR0.1_14 HMR0.1 VR0.1 14 2500 0.997897
HMR0.1_14 HMR0.1 VR0.1 14 2600 0.997868
HMR0.1_14 HMR0.1 VR0.1 14 2700 0.997771
HMR0.1_14 HMR0.1 VR0.1 14 2800 0.997721
HMR0.1_14 HMR0.1 VR0.1 14 2900 0.997718
HMR0.1_14 HMR0.1 VR0.1 14 3000 0.997603
HMR0.1_14 HMR0.1 VR0.1 14 3100 0.997525
