uid treatment rep update donate partner
HMR0.1_16 HMR0.1 16 6200 -0.312029 Sym
HMR0.1_16 HMR0.1 16 6300 -0.335944 Sym
HMR0.1_16 HMR0.1 16 6400 -0.353771 Sym
HMR0.1_16 HMR0.1 16 6500 -0.340497 Sym
HMR0.1_16 HMR0.1 16 6600 -0.323797 Sym
HMR0.1_16 HMR0.1 16 6700 -0.3259 Sym
HMR0.1_16 HMR0.1 16 6800 -0.319761 Sym
HMR0.1_16 HMR0.1 16 6900 -0.319468 Sym
HMR0.1_16 HMR0.1 16 7000 -0.329335 Sym
HMR0.1_16 HMR0.1 16 7100 -0.332534 Sym
HMR0.1_16 HMR0.1 16 7200 -0.343299 Sym
HMR0.1_16 HMR0.1 16 7300 -0.363132 Sym
HMR0.1_16 HMR0.1 16 7400 -0.335393 Sym
HMR0.1_16 HMR0.1 16 7500 -0.323874 Sym
HMR0.1_16 HMR0.1 16 7600 -0.334482 Sym
HMR0.1_16 HMR0.1 16 7700 -0.32736 Sym
HMR0.1_16 HMR0.1 16 7800 -0.343005 Sym
HMR0.1_16 HMR0.1 16 7900 -0.344462 Sym
HMR0.1_16 HMR0.1 16 8000 -0.344313 Sym
HMR0.1_16 HMR0.1 16 8100 -0.331532 Sym
HMR0.1_16 HMR0.1 16 8200 -0.347381 Sym
HMR0.1_16 HMR0.1 16 8300 -0.344009 Sym
HMR0.1_16 HMR0.1 16 8400 -0.338351 Sym
HMR0.1_16 HMR0.1 16 8500 -0.350895 Sym
HMR0.1_16 HMR0.1 16 8600 -0.33594 Sym
HMR0.1_16 HMR0.1 16 8700 -0.312593 Sym
HMR0.1_16 HMR0.1 16 8800 -0.331394 Sym
HMR0.1_16 HMR0.1 16 8900 -0.331371 Sym
HMR0.1_16 HMR0.1 16 9000 -0.321901 Sym
HMR0.1_16 HMR0.1 16 9100 -0.331631 Sym
HMR0.1_16 HMR0.1 16 9200 -0.336853 Sym
HMR0.1_16 HMR0.1 16 9300 -0.335222 Sym
HMR0.1_16 HMR0.1 16 9400 -0.341728 Sym
HMR0.1_16 HMR0.1 16 9500 -0.333849 Sym
HMR0.1_16 HMR0.1 16 9600 -0.340152 Sym
HMR0.1_16 HMR0.1 16 9700 -0.341977 Sym
HMR0.1_16 HMR0.1 16 9800 -0.331702 Sym
HMR0.1_16 HMR0.1 16 9900 -0.358855 Sym
HMR0.1_16 HMR0.1 16 10000 -0.326156 Sym
HMR0.1_17 HMR0.1 17 0 -0.00425524 Host
HMR0.1_17 HMR0.1 17 100 0.147093 Host
HMR0.1_17 HMR0.1 17 200 0.282237 Host
HMR0.1_17 HMR0.1 17 300 0.506293 Host
HMR0.1_17 HMR0.1 17 400 0.773134 Host
HMR0.1_17 HMR0.1 17 500 0.884341 Host
HMR0.1_17 HMR0.1 17 600 0.92379 Host
HMR0.1_17 HMR0.1 17 700 0.934503 Host
HMR0.1_17 HMR0.1 17 800 0.943484 Host
HMR0.1_17 HMR0.1 17 900 0.951212 Host
HMR0.1_17 HMR0.1 17 1000 0.955599 Host
HMR0.1_17 HMR0.1 17 1100 0.957559 Host
HMR0.1_17 HMR0.1 17 1200 0.961728 Host
HMR0.1_17 HMR0.1 17 1300 0.967148 Host
HMR0.1_17 HMR0.1 17 1400 0.974008 Host
HMR0.1_17 HMR0.1 17 1500 0.977037 Host
HMR0.1_17 HMR0.1 17 1600 0.979986 Host
HMR0.1_17 HMR0.1 17 1700 0.981468 Host
HMR0.1_17 HMR0.1 17 1800 0.983668 Host
HMR0.1_17 HMR0.1 17 1900 0.984221 Host
HMR0.1_17 HMR0.1 17 2000 0.985757 Host
HMR0.1_17 HMR0.1 17 2100 0.986473 Host
HMR0.1_17 HMR0.1 17 2200 0.988024 Host
HMR0.1_17 HMR0.1 17 2300 0.988402 Host
HMR0.1_17 HMR0.1 17 2400 0.98912 Host
HMR0.1_17 HMR0.1 17 2500 0.989444 Host
HMR0.1_17 HMR0.1 17 2600 0.989494 Host
HMR0.1_17 HMR0.1 17 2700 0.989643 Host
HMR0.1_17 HMR0.1 17 2800 0.98947 Host
HMR0.1_17 HMR0.1 17 2900 0.989283 Host
HMR0.1_17 HMR0.1 17 3000 0.989145 Host
HMR0.1_17 HMR0.1 17 3100 0.988853 Host
HMR0.1_17 HMR0.1 17 3200 0.988772 Host
HMR0.1_17 HMR0.1 17 3300 0.988963 Host
HMR0.1_17 HMR0.1 17 3400 0.988713 Host
HMR0.1_17 HMR0.1 17 3500 0.988262 Host
HMR0.1_17 HMR0.1 17 3600 0.988305 Host
HMR0.1_17 HMR0.1 17 3700 0.988542 Host
HMR0.1_17 HMR0.1 17 3800 0.988683 Host
HMR0.1_17 HMR0.1 17 3900 0.989234 Host
HMR0.1_17 HMR0.1 17 4000 0.989226 Host
HMR0.1_17 HMR0.1 17 4100 0.989533 Host
HMR0.1_17 HMR0.1 17 4200 0.989092 Host
HMR0.1_17 HMR0.1 17 4300 0.98918 Host
HMR0.1_17 HMR0.1 17 4400 0.988839 Host
HMR0.1_17 HMR0.1 17 4500 0.988503 Host
HMR0.1_17 HMR0.1 17 4600 0.98867 Host
HMR0.1_17 HMR0.1 17 4700 0.988883 Host
HMR0.1_17 HMR0.1 17 4800 0.989136 Host
HMR0.1_17 HMR0.1 17 4900 0.989603 Host
HMR0.1_17 HMR0.1 17 5000 0.989698 Host
HMR0.1_17 HMR0.1 17 5100 0.989548 Host
HMR0.1_17 HMR0.1 17 5200 0.98969 Host
HMR0.1_17 HMR0.1 17 5300 0.989699 Host
HMR0.1_17 HMR0.1 17 5400 0.98996 Host
HMR0.1_17 HMR0.1 17 5500 0.989769 Host
HMR0.1_17 HMR0.1 17 5600 0.989913 Host
HMR0.1_17 HMR0.1 17 5700 0.989903 Host
HMR0.1_17 HMR0.1 17 5800 0.98975 Host
HMR0.1_17 HMR0.1 17 5900 0.989825 Host
HMR0.1_17 HMR0.1 17 6000 0.989198 Host
HMR0.1_17 HMR0.1 17 6100 0.988973 Host
HMR0.1_17 HMR0.1 17 6200 0.989095 Host
HMR0.1_17 HMR0.1 17 6300 0.988941 Host
HMR0.1_17 HMR0.1 17 6400 0.988387 Host
HMR0.1_17 HMR0.1 17 6500 0.988121 Host
HMR0.1_17 HMR0.1 17 6600 0.988561 Host
HMR0.1_17 HMR0.1 17 6700 0.98871 Host
HMR0.1_17 HMR0.1 17 6800 0.988401 Host
HMR0.1_17 HMR0.1 17 6900 0.98819 Host
HMR0.1_17 HMR0.1 17 7000 0.988016 Host
HMR0.1_17 HMR0.1 17 7100 0.988137 Host
HMR0.1_17 HMR0.1 17 7200 0.98802 Host
HMR0.1_17 HMR0.1 17 7300 0.98824 Host
HMR0.1_17 HMR0.1 17 7400 0.988483 Host
HMR0.1_17 HMR0.1 17 7500 0.989367 Host
HMR0.1_17 HMR0.1 17 7600 0.989617 Host
HMR0.1_17 HMR0.1 17 7700 0.990017 Host
HMR0.1_17 HMR0.1 17 7800 0.990269 Host
HMR0.1_17 HMR0.1 17 7900 0.99004 Host
HMR0.1_17 HMR0.1 17 8000 0.990463 Host
HMR0.1_17 HMR0.1 17 8100 0.990755 Host
HMR0.1_17 HMR0.1 17 8200 0.99028 Host
HMR0.1_17 HMR0.1 17 8300 0.990063 Host
HMR0.1_17 HMR0.1 17 8400 0.990161 Host
HMR0.1_17 HMR0.1 17 8500 0.990863 Host
HMR0.1_17 HMR0.1 17 8600 0.990717 Host
HMR0.1_17 HMR0.1 17 8700 0.990832 Host
HMR0.1_17 HMR0.1 17 8800 0.990684 Host
HMR0.1_17 HMR0.1 17 8900 0.990983 Host
HMR0.1_17 HMR0.1 17 9000 0.990857 Host
HMR0.1_17 HMR0.1 17 9100 0.990948 Host
HMR0.1_17 HMR0.1 17 9200 0.990454 Host
HMR0.1_17 HMR0.1 17 9300 0.990606 Host
HMR0.1_17 HMR0.1 17 9400 0.990657 Host
HMR0.1_17 HMR0.1 17 9500 0.990626 Host
HMR0.1_17 HMR0.1 17 9600 0.990768 Host
HMR0.1_17 HMR0.1 17 9700 0.990871 Host
HMR0.1_17 HMR0.1 17 9800 0.990977 Host
HMR0.1_17 HMR0.1 17 9900 0.99133 Host
HMR0.1_17 HMR0.1 17 10000 0.991347 Host
HMR0.1_17 HMR0.1 17 0 0.00901625 Sym
HMR0.1_17 HMR0.1 17 100 -0.294607 Sym
HMR0.1_17 HMR0.1 17 200 -0.340964 Sym
HMR0.1_17 HMR0.1 17 300 -0.322701 Sym
HMR0.1_17 HMR0.1 17 400 -0.292239 Sym
HMR0.1_17 HMR0.1 17 500 -0.326612 Sym
HMR0.1_17 HMR0.1 17 600 -0.316652 Sym
HMR0.1_17 HMR0.1 17 700 -0.341984 Sym
HMR0.1_17 HMR0.1 17 800 -0.332949 Sym
HMR0.1_17 HMR0.1 17 900 -0.319608 Sym
HMR0.1_17 HMR0.1 17 1000 -0.351755 Sym
HMR0.1_17 HMR0.1 17 1100 -0.325857 Sym
HMR0.1_17 HMR0.1 17 1200 -0.340356 Sym
HMR0.1_17 HMR0.1 17 1300 -0.32973 Sym
HMR0.1_17 HMR0.1 17 1400 -0.339958 Sym
HMR0.1_17 HMR0.1 17 1500 -0.34018 Sym
HMR0.1_17 HMR0.1 17 1600 -0.332338 Sym
HMR0.1_17 HMR0.1 17 1700 -0.331702 Sym
HMR0.1_17 HMR0.1 17 1800 -0.34393 Sym
HMR0.1_17 HMR0.1 17 1900 -0.326031 Sym
HMR0.1_17 HMR0.1 17 2000 -0.336011 Sym
HMR0.1_17 HMR0.1 17 2100 -0.337443 Sym
HMR0.1_17 HMR0.1 17 2200 -0.349091 Sym
HMR0.1_17 HMR0.1 17 2300 -0.351274 Sym
HMR0.1_17 HMR0.1 17 2400 -0.342798 Sym
HMR0.1_17 HMR0.1 17 2500 -0.343008 Sym
HMR0.1_17 HMR0.1 17 2600 -0.338478 Sym
HMR0.1_17 HMR0.1 17 2700 -0.331861 Sym
HMR0.1_17 HMR0.1 17 2800 -0.346513 Sym
HMR0.1_17 HMR0.1 17 2900 -0.32203 Sym
HMR0.1_17 HMR0.1 17 3000 -0.347591 Sym
HMR0.1_17 HMR0.1 17 3100 -0.350225 Sym
HMR0.1_17 HMR0.1 17 3200 -0.329486 Sym
HMR0.1_17 HMR0.1 17 3300 -0.335323 Sym
HMR0.1_17 HMR0.1 17 3400 -0.335714 Sym
HMR0.1_17 HMR0.1 17 3500 -0.301806 Sym
HMR0.1_17 HMR0.1 17 3600 -0.314632 Sym
HMR0.1_17 HMR0.1 17 3700 -0.334834 Sym
HMR0.1_17 HMR0.1 17 3800 -0.332984 Sym
HMR0.1_17 HMR0.1 17 3900 -0.338562 Sym
HMR0.1_17 HMR0.1 17 4000 -0.316446 Sym
HMR0.1_17 HMR0.1 17 4100 -0.313318 Sym
HMR0.1_17 HMR0.1 17 4200 -0.308457 Sym
HMR0.1_17 HMR0.1 17 4300 -0.313422 Sym
HMR0.1_17 HMR0.1 17 4400 -0.319176 Sym
HMR0.1_17 HMR0.1 17 4500 -0.319066 Sym
HMR0.1_17 HMR0.1 17 4600 -0.343001 Sym
HMR0.1_17 HMR0.1 17 4700 -0.316145 Sym
HMR0.1_17 HMR0.1 17 4800 -0.328396 Sym
HMR0.1_17 HMR0.1 17 4900 -0.317977 Sym
HMR0.1_17 HMR0.1 17 5000 -0.326865 Sym
HMR0.1_17 HMR0.1 17 5100 -0.314811 Sym
HMR0.1_17 HMR0.1 17 5200 -0.327763 Sym
HMR0.1_17 HMR0.1 17 5300 -0.313077 Sym
HMR0.1_17 HMR0.1 17 5400 -0.312473 Sym
HMR0.1_17 HMR0.1 17 5500 -0.31557 Sym
HMR0.1_17 HMR0.1 17 5600 -0.314824 Sym
HMR0.1_17 HMR0.1 17 5700 -0.328341 Sym
HMR0.1_17 HMR0.1 17 5800 -0.339116 Sym
HMR0.1_17 HMR0.1 17 5900 -0.3205 Sym
HMR0.1_17 HMR0.1 17 6000 -0.329144 Sym
HMR0.1_17 HMR0.1 17 6100 -0.325462 Sym
HMR0.1_17 HMR0.1 17 6200 -0.310481 Sym
HMR0.1_17 HMR0.1 17 6300 -0.324074 Sym
HMR0.1_17 HMR0.1 17 6400 -0.308702 Sym
HMR0.1_17 HMR0.1 17 6500 -0.338968 Sym
HMR0.1_17 HMR0.1 17 6600 -0.32076 Sym
HMR0.1_17 HMR0.1 17 6700 -0.304058 Sym
HMR0.1_17 HMR0.1 17 6800 -0.331682 Sym
HMR0.1_17 HMR0.1 17 6900 -0.314509 Sym
HMR0.1_17 HMR0.1 17 7000 -0.306103 Sym
HMR0.1_17 HMR0.1 17 7100 -0.32454 Sym
HMR0.1_17 HMR0.1 17 7200 -0.331117 Sym
HMR0.1_17 HMR0.1 17 7300 -0.299495 Sym
HMR0.1_17 HMR0.1 17 7400 -0.310894 Sym
HMR0.1_17 HMR0.1 17 7500 -0.321929 Sym
HMR0.1_17 HMR0.1 17 7600 -0.320232 Sym
HMR0.1_17 HMR0.1 17 7700 -0.31909 Sym
HMR0.1_17 HMR0.1 17 7800 -0.321222 Sym
HMR0.1_17 HMR0.1 17 7900 -0.33034 Sym
HMR0.1_17 HMR0.1 17 8000 -0.327814 Sym
HMR0.1_17 HMR0.1 17 8100 -0.306805 Sym
HMR0.1_17 HMR0.1 17 8200 -0.31865 Sym
HMR0.1_17 HMR0.1 17 8300 -0.334531 Sym
HMR0.1_17 HMR0.1 17 8400 -0.339671 Sym
HMR0.1_17 HMR0.1 17 8500 -0.32123 Sym
HMR0.1_17 HMR0.1 17 8600 -0.30453 Sym
HMR0.1_17 HMR0.1 17 8700 -0.313056 Sym
HMR0.1_17 HMR0.1 17 8800 -0.308232 Sym
HMR0.1_17 HMR0.1 17 8900 -0.320529 Sym
HMR0.1_17 HMR0.1 17 9000 -0.322018 Sym
HMR0.1_17 HMR0.1 17 9100 -0.327586 Sym
HMR0.1_17 HMR0.1 17 9200 -0.336475 Sym
HMR0.1_17 HMR0.1 17 9300 -0.337776 Sym
HMR0.1_17 HMR0.1 17 9400 -0.32827 Sym
HMR0.1_17 HMR0.1 17 9500 -0.317785 Sym
HMR0.1_17 HMR0.1 17 9600 -0.310084 Sym
HMR0.1_17 HMR0.1 17 9700 -0.316924 Sym
HMR0.1_17 HMR0.1 17 9800 -0.331387 Sym
HMR0.1_17 HMR0.1 17 9900 -0.321895 Sym
HMR0.1_17 HMR0.1 17 10000 -0.323826 Sym
HMR0.1_18 HMR0.1 18 0 0.00514316 Host
HMR0.1_18 HMR0.1 18 100 0.149912 Host
HMR0.1_18 HMR0.1 18 200 0.177638 Host
HMR0.1_18 HMR0.1 18 300 0.305085 Host
HMR0.1_18 HMR0.1 18 400 0.584011 Host
HMR0.1_18 HMR0.1 18 500 0.799362 Host
HMR0.1_18 HMR0.1 18 600 0.861456 Host
HMR0.1_18 HMR0.1 18 700 0.878344 Host
HMR0.1_18 HMR0.1 18 800 0.894268 Host
HMR0.1_18 HMR0.1 18 900 0.905318 Host
HMR0.1_18 HMR0.1 18 1000 0.911648 Host
HMR0.1_18 HMR0.1 18 1100 0.926679 Host
HMR0.1_18 HMR0.1 18 1200 0.932291 Host
HMR0.1_18 HMR0.1 18 1300 0.942261 Host
HMR0.1_18 HMR0.1 18 1400 0.949228 Host
HMR0.1_18 HMR0.1 18 1500 0.952817 Host
HMR0.1_18 HMR0.1 18 1600 0.959052 Host
HMR0.1_18 HMR0.1 18 1700 0.964002 Host
HMR0.1_18 HMR0.1 18 1800 0.970197 Host
HMR0.1_18 HMR0.1 18 1900 0.971568 Host
HMR0.1_18 HMR0.1 18 2000 0.972237 Host
HMR0.1_18 HMR0.1 18 2100 0.97227 Host
HMR0.1_18 HMR0.1 18 2200 0.971402 Host
HMR0.1_18 HMR0.1 18 2300 0.971766 Host
HMR0.1_18 HMR0.1 18 2400 0.972957 Host
HMR0.1_18 HMR0.1 18 2500 0.97362 Host
HMR0.1_18 HMR0.1 18 2600 0.973784 Host
HMR0.1_18 HMR0.1 18 2700 0.97354 Host
HMR0.1_18 HMR0.1 18 2800 0.974069 Host
HMR0.1_18 HMR0.1 18 2900 0.974819 Host
HMR0.1_18 HMR0.1 18 3000 0.975216 Host
HMR0.1_18 HMR0.1 18 3100 0.975483 Host
HMR0.1_18 HMR0.1 18 3200 0.975438 Host
HMR0.1_18 HMR0.1 18 3300 0.974441 Host
HMR0.1_18 HMR0.1 18 3400 0.973741 Host
HMR0.1_18 HMR0.1 18 3500 0.975064 Host
HMR0.1_18 HMR0.1 18 3600 0.975295 Host
HMR0.1_18 HMR0.1 18 3700 0.977238 Host
HMR0.1_18 HMR0.1 18 3800 0.978898 Host
HMR0.1_18 HMR0.1 18 3900 0.980502 Host
HMR0.1_18 HMR0.1 18 4000 0.981429 Host
HMR0.1_18 HMR0.1 18 4100 0.98203 Host
HMR0.1_18 HMR0.1 18 4200 0.982583 Host
HMR0.1_18 HMR0.1 18 4300 0.982556 Host
HMR0.1_18 HMR0.1 18 4400 0.983595 Host
HMR0.1_18 HMR0.1 18 4500 0.982946 Host
HMR0.1_18 HMR0.1 18 4600 0.982386 Host
HMR0.1_18 HMR0.1 18 4700 0.983604 Host
HMR0.1_18 HMR0.1 18 4800 0.984932 Host
HMR0.1_18 HMR0.1 18 4900 0.984876 Host
HMR0.1_18 HMR0.1 18 5000 0.984505 Host
HMR0.1_18 HMR0.1 18 5100 0.984792 Host
HMR0.1_18 HMR0.1 18 5200 0.984952 Host
HMR0.1_18 HMR0.1 18 5300 0.986298 Host
HMR0.1_18 HMR0.1 18 5400 0.986956 Host
HMR0.1_18 HMR0.1 18 5500 0.988362 Host
HMR0.1_18 HMR0.1 18 5600 0.988505 Host
HMR0.1_18 HMR0.1 18 5700 0.988353 Host
HMR0.1_18 HMR0.1 18 5800 0.988535 Host
HMR0.1_18 HMR0.1 18 5900 0.988583 Host
HMR0.1_18 HMR0.1 18 6000 0.989499 Host
HMR0.1_18 HMR0.1 18 6100 0.98951 Host
HMR0.1_18 HMR0.1 18 6200 0.989855 Host
HMR0.1_18 HMR0.1 18 6300 0.989304 Host
HMR0.1_18 HMR0.1 18 6400 0.98872 Host
HMR0.1_18 HMR0.1 18 6500 0.9898 Host
HMR0.1_18 HMR0.1 18 6600 0.990163 Host
HMR0.1_18 HMR0.1 18 6700 0.989745 Host
HMR0.1_18 HMR0.1 18 6800 0.989597 Host
HMR0.1_18 HMR0.1 18 6900 0.989519 Host
HMR0.1_18 HMR0.1 18 7000 0.989044 Host
HMR0.1_18 HMR0.1 18 7100 0.98878 Host
HMR0.1_18 HMR0.1 18 7200 0.989111 Host
HMR0.1_18 HMR0.1 18 7300 0.98928 Host
HMR0.1_18 HMR0.1 18 7400 0.989154 Host
HMR0.1_18 HMR0.1 18 7500 0.989917 Host
HMR0.1_18 HMR0.1 18 7600 0.98993 Host
HMR0.1_18 HMR0.1 18 7700 0.990363 Host
HMR0.1_18 HMR0.1 18 7800 0.991007 Host
HMR0.1_18 HMR0.1 18 7900 0.991988 Host
HMR0.1_18 HMR0.1 18 8000 0.991738 Host
HMR0.1_18 HMR0.1 18 8100 0.991885 Host
HMR0.1_18 HMR0.1 18 8200 0.992216 Host
HMR0.1_18 HMR0.1 18 8300 0.99214 Host
HMR0.1_18 HMR0.1 18 8400 0.991972 Host
HMR0.1_18 HMR0.1 18 8500 0.99171 Host
HMR0.1_18 HMR0.1 18 8600 0.991601 Host
HMR0.1_18 HMR0.1 18 8700 0.991244 Host
HMR0.1_18 HMR0.1 18 8800 0.991299 Host
HMR0.1_18 HMR0.1 18 8900 0.991419 Host
HMR0.1_18 HMR0.1 18 9000 0.991216 Host
HMR0.1_18 HMR0.1 18 9100 0.991016 Host
HMR0.1_18 HMR0.1 18 9200 0.990995 Host
HMR0.1_18 HMR0.1 18 9300 0.991349 Host
HMR0.1_18 HMR0.1 18 9400 0.991792 Host
HMR0.1_18 HMR0.1 18 9500 0.99186 Host
HMR0.1_18 HMR0.1 18 9600 0.992042 Host
HMR0.1_18 HMR0.1 18 9700 0.991495 Host
HMR0.1_18 HMR0.1 18 9800 0.991482 Host
HMR0.1_18 HMR0.1 18 9900 0.991791 Host
HMR0.1_18 HMR0.1 18 10000 0.991884 Host
HMR0.1_18 HMR0.1 18 0 0.00270372 Sym
HMR0.1_18 HMR0.1 18 100 -0.308918 Sym
HMR0.1_18 HMR0.1 18 200 -0.389295 Sym
HMR0.1_18 HMR0.1 18 300 -0.365738 Sym
HMR0.1_18 HMR0.1 18 400 -0.279598 Sym
HMR0.1_18 HMR0.1 18 500 -0.308158 Sym
HMR0.1_18 HMR0.1 18 600 -0.345923 Sym
HMR0.1_18 HMR0.1 18 700 -0.355961 Sym
HMR0.1_18 HMR0.1 18 800 -0.342539 Sym
HMR0.1_18 HMR0.1 18 900 -0.358735 Sym
HMR0.1_18 HMR0.1 18 1000 -0.338563 Sym
HMR0.1_18 HMR0.1 18 1100 -0.319381 Sym
HMR0.1_18 HMR0.1 18 1200 -0.345755 Sym
HMR0.1_18 HMR0.1 18 1300 -0.347721 Sym
HMR0.1_18 HMR0.1 18 1400 -0.327566 Sym
HMR0.1_18 HMR0.1 18 1500 -0.337782 Sym
HMR0.1_18 HMR0.1 18 1600 -0.320893 Sym
HMR0.1_18 HMR0.1 18 1700 -0.325317 Sym
HMR0.1_18 HMR0.1 18 1800 -0.357921 Sym
HMR0.1_18 HMR0.1 18 1900 -0.329657 Sym
HMR0.1_18 HMR0.1 18 2000 -0.332315 Sym
HMR0.1_18 HMR0.1 18 2100 -0.328152 Sym
HMR0.1_18 HMR0.1 18 2200 -0.324774 Sym
HMR0.1_18 HMR0.1 18 2300 -0.331094 Sym
HMR0.1_18 HMR0.1 18 2400 -0.32221 Sym
HMR0.1_18 HMR0.1 18 2500 -0.333996 Sym
HMR0.1_18 HMR0.1 18 2600 -0.332037 Sym
HMR0.1_18 HMR0.1 18 2700 -0.341356 Sym
HMR0.1_18 HMR0.1 18 2800 -0.335429 Sym
HMR0.1_18 HMR0.1 18 2900 -0.31414 Sym
HMR0.1_18 HMR0.1 18 3000 -0.318312 Sym
HMR0.1_18 HMR0.1 18 3100 -0.34069 Sym
HMR0.1_18 HMR0.1 18 3200 -0.32682 Sym
HMR0.1_18 HMR0.1 18 3300 -0.323265 Sym
HMR0.1_18 HMR0.1 18 3400 -0.322562 Sym
HMR0.1_18 HMR0.1 18 3500 -0.316962 Sym
HMR0.1_18 HMR0.1 18 3600 -0.316215 Sym
HMR0.1_18 HMR0.1 18 3700 -0.329144 Sym
HMR0.1_18 HMR0.1 18 3800 -0.321483 Sym
HMR0.1_18 HMR0.1 18 3900 -0.320239 Sym
HMR0.1_18 HMR0.1 18 4000 -0.323677 Sym
HMR0.1_18 HMR0.1 18 4100 -0.32754 Sym
HMR0.1_18 HMR0.1 18 4200 -0.326876 Sym
HMR0.1_18 HMR0.1 18 4300 -0.321873 Sym
HMR0.1_18 HMR0.1 18 4400 -0.329045 Sym
HMR0.1_18 HMR0.1 18 4500 -0.328061 Sym
HMR0.1_18 HMR0.1 18 4600 -0.333664 Sym
HMR0.1_18 HMR0.1 18 4700 -0.323037 Sym
HMR0.1_18 HMR0.1 18 4800 -0.328149 Sym
HMR0.1_18 HMR0.1 18 4900 -0.341602 Sym
HMR0.1_18 HMR0.1 18 5000 -0.326683 Sym
HMR0.1_18 HMR0.1 18 5100 -0.331936 Sym
HMR0.1_18 HMR0.1 18 5200 -0.338995 Sym
HMR0.1_18 HMR0.1 18 5300 -0.341951 Sym
HMR0.1_18 HMR0.1 18 5400 -0.341647 Sym
HMR0.1_18 HMR0.1 18 5500 -0.335321 Sym
HMR0.1_18 HMR0.1 18 5600 -0.324588 Sym
HMR0.1_18 HMR0.1 18 5700 -0.322758 Sym
HMR0.1_18 HMR0.1 18 5800 -0.334608 Sym
HMR0.1_18 HMR0.1 18 5900 -0.32087 Sym
HMR0.1_18 HMR0.1 18 6000 -0.311513 Sym
HMR0.1_18 HMR0.1 18 6100 -0.33296 Sym
HMR0.1_18 HMR0.1 18 6200 -0.344087 Sym
HMR0.1_18 HMR0.1 18 6300 -0.329145 Sym
HMR0.1_18 HMR0.1 18 6400 -0.323962 Sym
HMR0.1_18 HMR0.1 18 6500 -0.328232 Sym
HMR0.1_18 HMR0.1 18 6600 -0.326064 Sym
HMR0.1_18 HMR0.1 18 6700 -0.313686 Sym
HMR0.1_18 HMR0.1 18 6800 -0.322565 Sym
HMR0.1_18 HMR0.1 18 6900 -0.319065 Sym
HMR0.1_18 HMR0.1 18 7000 -0.339124 Sym
HMR0.1_18 HMR0.1 18 7100 -0.326316 Sym
HMR0.1_18 HMR0.1 18 7200 -0.336313 Sym
HMR0.1_18 HMR0.1 18 7300 -0.326876 Sym
HMR0.1_18 HMR0.1 18 7400 -0.310535 Sym
HMR0.1_18 HMR0.1 18 7500 -0.327023 Sym
HMR0.1_18 HMR0.1 18 7600 -0.340421 Sym
HMR0.1_18 HMR0.1 18 7700 -0.344506 Sym
HMR0.1_18 HMR0.1 18 7800 -0.326319 Sym
HMR0.1_18 HMR0.1 18 7900 -0.316418 Sym
HMR0.1_18 HMR0.1 18 8000 -0.322925 Sym
HMR0.1_18 HMR0.1 18 8100 -0.339939 Sym
HMR0.1_18 HMR0.1 18 8200 -0.313719 Sym
HMR0.1_18 HMR0.1 18 8300 -0.320259 Sym
HMR0.1_18 HMR0.1 18 8400 -0.337418 Sym
HMR0.1_18 HMR0.1 18 8500 -0.326436 Sym
HMR0.1_18 HMR0.1 18 8600 -0.328592 Sym
HMR0.1_18 HMR0.1 18 8700 -0.325015 Sym
HMR0.1_18 HMR0.1 18 8800 -0.306766 Sym
HMR0.1_18 HMR0.1 18 8900 -0.321272 Sym
HMR0.1_18 HMR0.1 18 9000 -0.319975 Sym
HMR0.1_18 HMR0.1 18 9100 -0.33539 Sym
HMR0.1_18 HMR0.1 18 9200 -0.319783 Sym
HMR0.1_18 HMR0.1 18 9300 -0.32659 Sym
HMR0.1_18 HMR0.1 18 9400 -0.296629 Sym
HMR0.1_18 HMR0.1 18 9500 -0.304672 Sym
HMR0.1_18 HMR0.1 18 9600 -0.320615 Sym
HMR0.1_18 HMR0.1 18 9700 -0.324315 Sym
HMR0.1_18 HMR0.1 18 9800 -0.3519 Sym
HMR0.1_18 HMR0.1 18 9900 -0.32386 Sym
HMR0.1_18 HMR0.1 18 10000 -0.30722 Sym
HMR0.1_19 HMR0.1 19 0 0.0129155 Host
HMR0.1_19 HMR0.1 19 100 0.191779 Host
HMR0.1_19 HMR0.1 19 200 0.274479 Host
HMR0.1_19 HMR0.1 19 300 0.46249 Host
HMR0.1_19 HMR0.1 19 400 0.686743 Host
HMR0.1_19 HMR0.1 19 500 0.798794 Host
HMR0.1_19 HMR0.1 19 600 0.83757 Host
HMR0.1_19 HMR0.1 19 700 0.856485 Host
HMR0.1_19 HMR0.1 19 800 0.860016 Host
HMR0.1_19 HMR0.1 19 900 0.865725 Host
HMR0.1_19 HMR0.1 19 1000 0.870593 Host
HMR0.1_19 HMR0.1 19 1100 0.874769 Host
HMR0.1_19 HMR0.1 19 1200 0.874997 Host
HMR0.1_19 HMR0.1 19 1300 0.877218 Host
HMR0.1_19 HMR0.1 19 1400 0.881661 Host
HMR0.1_19 HMR0.1 19 1500 0.887847 Host
HMR0.1_19 HMR0.1 19 1600 0.892606 Host
HMR0.1_19 HMR0.1 19 1700 0.89568 Host
HMR0.1_19 HMR0.1 19 1800 0.901142 Host
HMR0.1_19 HMR0.1 19 1900 0.904549 Host
HMR0.1_19 HMR0.1 19 2000 0.906248 Host
HMR0.1_19 HMR0.1 19 2100 0.905353 Host
HMR0.1_19 HMR0.1 19 2200 0.904741 Host
HMR0.1_19 HMR0.1 19 2300 0.907967 Host
