uid HMR VR rep update donate partner
HMR0.1_13 HMR0.1 VR0.4 13 1900 -0.144128 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2000 -0.16466 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2100 -0.187221 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2200 -0.152518 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2300 -0.175297 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2400 -0.152604 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2500 -0.167844 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2600 -0.169501 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2700 -0.167396 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2800 -0.158623 Sym
HMR0.1_13 HMR0.1 VR0.4 13 2900 -0.157861 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3000 -0.157687 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3100 -0.185753 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3200 -0.167113 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3300 -0.173987 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3400 -0.161648 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3500 -0.170771 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3600 -0.162494 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3700 -0.163051 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3800 -0.151387 Sym
HMR0.1_13 HMR0.1 VR0.4 13 3900 -0.163101 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4000 -0.162168 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4100 -0.182932 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4200 -0.175508 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4300 -0.17104 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4400 -0.166034 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4500 -0.158747 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4600 -0.17479 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4700 -0.180362 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4800 -0.162804 Sym
HMR0.1_13 HMR0.1 VR0.4 13 4900 -0.173772 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5000 -0.155093 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5100 -0.159994 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5200 -0.152055 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5300 -0.149501 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5400 -0.136241 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5500 -0.154407 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5600 -0.143587 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5700 -0.159762 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5800 -0.166553 Sym
HMR0.1_13 HMR0.1 VR0.4 13 5900 -0.143494 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6000 -0.169647 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6100 -0.155698 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6200 -0.145906 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6300 -0.132461 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6400 -0.130816 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6500 -0.166879 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6600 -0.145012 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6700 -0.167099 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6800 -0.16204 Sym
HMR0.1_13 HMR0.1 VR0.4 13 6900 -0.142132 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7000 -0.118901 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7100 -0.146869 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7200 -0.129592 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7300 -0.150623 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7400 -0.136247 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7500 -0.149799 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7600 -0.14829 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7700 -0.133066 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7800 -0.128358 Sym
HMR0.1_13 HMR0.1 VR0.4 13 7900 -0.146279 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8000 -0.133896 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8100 -0.145658 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8200 -0.134312 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8300 -0.153435 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8400 -0.140972 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8500 -0.14148 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8600 -0.153551 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8700 -0.136389 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8800 -0.14692 Sym
HMR0.1_13 HMR0.1 VR0.4 13 8900 -0.138537 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9000 -0.136517 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9100 -0.150357 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9200 -0.16488 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9300 -0.129628 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9400 -0.153539 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9500 -0.13569 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9600 -0.137917 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9700 -0.139797 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9800 -0.129943 Sym
HMR0.1_13 HMR0.1 VR0.4 13 9900 -0.154663 Sym
HMR0.1_13 HMR0.1 VR0.4 13 10000 -0.140845 Sym
HMR0.1_14 HMR0.1 VR0.4 14 0 0.00814063 Host
HMR0.1_14 HMR0.1 VR0.4 14 100 0.263605 Host
HMR0.1_14 HMR0.1 VR0.4 14 200 0.558119 Host
HMR0.1_14 HMR0.1 VR0.4 14 300 0.786469 Host
HMR0.1_14 HMR0.1 VR0.4 14 400 0.852343 Host
HMR0.1_14 HMR0.1 VR0.4 14 500 0.871911 Host
HMR0.1_14 HMR0.1 VR0.4 14 600 0.878993 Host
HMR0.1_14 HMR0.1 VR0.4 14 700 0.885572 Host
HMR0.1_14 HMR0.1 VR0.4 14 800 0.893954 Host
HMR0.1_14 HMR0.1 VR0.4 14 900 0.909647 Host
HMR0.1_14 HMR0.1 VR0.4 14 1000 0.916749 Host
HMR0.1_14 HMR0.1 VR0.4 14 1100 0.923632 Host
HMR0.1_14 HMR0.1 VR0.4 14 1200 0.925778 Host
HMR0.1_14 HMR0.1 VR0.4 14 1300 0.931556 Host
HMR0.1_14 HMR0.1 VR0.4 14 1400 0.935782 Host
HMR0.1_14 HMR0.1 VR0.4 14 1500 0.939027 Host
HMR0.1_14 HMR0.1 VR0.4 14 1600 0.94195 Host
HMR0.1_14 HMR0.1 VR0.4 14 1700 0.942558 Host
HMR0.1_14 HMR0.1 VR0.4 14 1800 0.94177 Host
HMR0.1_14 HMR0.1 VR0.4 14 1900 0.943025 Host
HMR0.1_14 HMR0.1 VR0.4 14 2000 0.942832 Host
HMR0.1_14 HMR0.1 VR0.4 14 2100 0.944365 Host
HMR0.1_14 HMR0.1 VR0.4 14 2200 0.944692 Host
HMR0.1_14 HMR0.1 VR0.4 14 2300 0.945206 Host
HMR0.1_14 HMR0.1 VR0.4 14 2400 0.947228 Host
HMR0.1_14 HMR0.1 VR0.4 14 2500 0.948851 Host
HMR0.1_14 HMR0.1 VR0.4 14 2600 0.949664 Host
HMR0.1_14 HMR0.1 VR0.4 14 2700 0.952215 Host
HMR0.1_14 HMR0.1 VR0.4 14 2800 0.95191 Host
HMR0.1_14 HMR0.1 VR0.4 14 2900 0.951728 Host
HMR0.1_14 HMR0.1 VR0.4 14 3000 0.9525 Host
HMR0.1_14 HMR0.1 VR0.4 14 3100 0.954519 Host
HMR0.1_14 HMR0.1 VR0.4 14 3200 0.955558 Host
HMR0.1_14 HMR0.1 VR0.4 14 3300 0.955843 Host
HMR0.1_14 HMR0.1 VR0.4 14 3400 0.957171 Host
HMR0.1_14 HMR0.1 VR0.4 14 3500 0.957147 Host
HMR0.1_14 HMR0.1 VR0.4 14 3600 0.959169 Host
HMR0.1_14 HMR0.1 VR0.4 14 3700 0.959552 Host
HMR0.1_14 HMR0.1 VR0.4 14 3800 0.960766 Host
HMR0.1_14 HMR0.1 VR0.4 14 3900 0.960427 Host
HMR0.1_14 HMR0.1 VR0.4 14 4000 0.960386 Host
HMR0.1_14 HMR0.1 VR0.4 14 4100 0.96189 Host
HMR0.1_14 HMR0.1 VR0.4 14 4200 0.962376 Host
HMR0.1_14 HMR0.1 VR0.4 14 4300 0.964107 Host
HMR0.1_14 HMR0.1 VR0.4 14 4400 0.964422 Host
HMR0.1_14 HMR0.1 VR0.4 14 4500 0.964944 Host
HMR0.1_14 HMR0.1 VR0.4 14 4600 0.965278 Host
HMR0.1_14 HMR0.1 VR0.4 14 4700 0.964943 Host
HMR0.1_14 HMR0.1 VR0.4 14 4800 0.965491 Host
HMR0.1_14 HMR0.1 VR0.4 14 4900 0.965512 Host
HMR0.1_14 HMR0.1 VR0.4 14 5000 0.966919 Host
HMR0.1_14 HMR0.1 VR0.4 14 5100 0.968419 Host
HMR0.1_14 HMR0.1 VR0.4 14 5200 0.968293 Host
HMR0.1_14 HMR0.1 VR0.4 14 5300 0.968404 Host
HMR0.1_14 HMR0.1 VR0.4 14 5400 0.969016 Host
HMR0.1_14 HMR0.1 VR0.4 14 5500 0.969636 Host
HMR0.1_14 HMR0.1 VR0.4 14 5600 0.969885 Host
HMR0.1_14 HMR0.1 VR0.4 14 5700 0.970285 Host
HMR0.1_14 HMR0.1 VR0.4 14 5800 0.970516 Host
HMR0.1_14 HMR0.1 VR0.4 14 5900 0.970845 Host
HMR0.1_14 HMR0.1 VR0.4 14 6000 0.970773 Host
HMR0.1_14 HMR0.1 VR0.4 14 6100 0.970617 Host
HMR0.1_14 HMR0.1 VR0.4 14 6200 0.970666 Host
HMR0.1_14 HMR0.1 VR0.4 14 6300 0.971306 Host
HMR0.1_14 HMR0.1 VR0.4 14 6400 0.972301 Host
HMR0.1_14 HMR0.1 VR0.4 14 6500 0.972452 Host
HMR0.1_14 HMR0.1 VR0.4 14 6600 0.972935 Host
HMR0.1_14 HMR0.1 VR0.4 14 6700 0.973316 Host
HMR0.1_14 HMR0.1 VR0.4 14 6800 0.974271 Host
HMR0.1_14 HMR0.1 VR0.4 14 6900 0.974242 Host
HMR0.1_14 HMR0.1 VR0.4 14 7000 0.974874 Host
HMR0.1_14 HMR0.1 VR0.4 14 7100 0.976173 Host
HMR0.1_14 HMR0.1 VR0.4 14 7200 0.976402 Host
HMR0.1_14 HMR0.1 VR0.4 14 7300 0.976432 Host
HMR0.1_14 HMR0.1 VR0.4 14 7400 0.97757 Host
HMR0.1_14 HMR0.1 VR0.4 14 7500 0.977946 Host
HMR0.1_14 HMR0.1 VR0.4 14 7600 0.977448 Host
HMR0.1_14 HMR0.1 VR0.4 14 7700 0.9778 Host
HMR0.1_14 HMR0.1 VR0.4 14 7800 0.978797 Host
HMR0.1_14 HMR0.1 VR0.4 14 7900 0.979678 Host
HMR0.1_14 HMR0.1 VR0.4 14 8000 0.979738 Host
HMR0.1_14 HMR0.1 VR0.4 14 8100 0.979813 Host
HMR0.1_14 HMR0.1 VR0.4 14 8200 0.979987 Host
HMR0.1_14 HMR0.1 VR0.4 14 8300 0.980167 Host
HMR0.1_14 HMR0.1 VR0.4 14 8400 0.980671 Host
HMR0.1_14 HMR0.1 VR0.4 14 8500 0.980194 Host
HMR0.1_14 HMR0.1 VR0.4 14 8600 0.980788 Host
HMR0.1_14 HMR0.1 VR0.4 14 8700 0.981015 Host
HMR0.1_14 HMR0.1 VR0.4 14 8800 0.981569 Host
HMR0.1_14 HMR0.1 VR0.4 14 8900 0.981755 Host
HMR0.1_14 HMR0.1 VR0.4 14 9000 0.981978 Host
HMR0.1_14 HMR0.1 VR0.4 14 9100 0.982253 Host
HMR0.1_14 HMR0.1 VR0.4 14 9200 0.983169 Host
HMR0.1_14 HMR0.1 VR0.4 14 9300 0.983321 Host
HMR0.1_14 HMR0.1 VR0.4 14 9400 0.983681 Host
HMR0.1_14 HMR0.1 VR0.4 14 9500 0.983999 Host
HMR0.1_14 HMR0.1 VR0.4 14 9600 0.984467 Host
HMR0.1_14 HMR0.1 VR0.4 14 9700 0.984344 Host
HMR0.1_14 HMR0.1 VR0.4 14 9800 0.98516 Host
HMR0.1_14 HMR0.1 VR0.4 14 9900 0.985405 Host
HMR0.1_14 HMR0.1 VR0.4 14 10000 0.985246 Host
HMR0.1_14 HMR0.1 VR0.4 14 0 0.003401 Sym
HMR0.1_14 HMR0.1 VR0.4 14 100 -0.208251 Sym
HMR0.1_14 HMR0.1 VR0.4 14 200 -0.132577 Sym
HMR0.1_14 HMR0.1 VR0.4 14 300 -0.163758 Sym
HMR0.1_14 HMR0.1 VR0.4 14 400 -0.169739 Sym
HMR0.1_14 HMR0.1 VR0.4 14 500 -0.164692 Sym
HMR0.1_14 HMR0.1 VR0.4 14 600 -0.147072 Sym
HMR0.1_14 HMR0.1 VR0.4 14 700 -0.168733 Sym
HMR0.1_14 HMR0.1 VR0.4 14 800 -0.187324 Sym
HMR0.1_14 HMR0.1 VR0.4 14 900 -0.167728 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1000 -0.182983 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1100 -0.192959 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1200 -0.148873 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1300 -0.18114 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1400 -0.15996 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1500 -0.17336 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1600 -0.167866 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1700 -0.167463 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1800 -0.145818 Sym
HMR0.1_14 HMR0.1 VR0.4 14 1900 -0.166409 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2000 -0.157238 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2100 -0.169997 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2200 -0.139265 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2300 -0.162592 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2400 -0.138268 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2500 -0.163509 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2600 -0.156645 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2700 -0.1549 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2800 -0.16034 Sym
HMR0.1_14 HMR0.1 VR0.4 14 2900 -0.136155 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3000 -0.144744 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3100 -0.164968 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3200 -0.159731 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3300 -0.13611 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3400 -0.170866 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3500 -0.13438 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3600 -0.130278 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3700 -0.160265 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3800 -0.142513 Sym
HMR0.1_14 HMR0.1 VR0.4 14 3900 -0.156249 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4000 -0.147273 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4100 -0.144464 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4200 -0.137398 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4300 -0.12464 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4400 -0.151167 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4500 -0.151328 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4600 -0.1448 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4700 -0.183342 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4800 -0.125697 Sym
HMR0.1_14 HMR0.1 VR0.4 14 4900 -0.139624 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5000 -0.136222 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5100 -0.133599 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5200 -0.146544 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5300 -0.156959 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5400 -0.138105 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5500 -0.128634 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5600 -0.161872 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5700 -0.161305 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5800 -0.14443 Sym
HMR0.1_14 HMR0.1 VR0.4 14 5900 -0.157082 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6000 -0.142627 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6100 -0.133931 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6200 -0.138177 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6300 -0.124398 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6400 -0.147386 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6500 -0.156404 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6600 -0.155091 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6700 -0.142925 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6800 -0.154112 Sym
HMR0.1_14 HMR0.1 VR0.4 14 6900 -0.123315 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7000 -0.146186 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7100 -0.145173 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7200 -0.151649 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7300 -0.125462 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7400 -0.158566 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7500 -0.129578 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7600 -0.154974 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7700 -0.14979 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7800 -0.129604 Sym
HMR0.1_14 HMR0.1 VR0.4 14 7900 -0.1351 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8000 -0.143277 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8100 -0.138229 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8200 -0.142234 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8300 -0.139071 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8400 -0.130677 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8500 -0.124493 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8600 -0.123387 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8700 -0.119855 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8800 -0.136641 Sym
HMR0.1_14 HMR0.1 VR0.4 14 8900 -0.119952 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9000 -0.117993 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9100 -0.131383 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9200 -0.115397 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9300 -0.146719 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9400 -0.139533 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9500 -0.119692 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9600 -0.14786 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9700 -0.12909 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9800 -0.12051 Sym
HMR0.1_14 HMR0.1 VR0.4 14 9900 -0.136934 Sym
HMR0.1_14 HMR0.1 VR0.4 14 10000 -0.139748 Sym
HMR0.1_15 HMR0.1 VR0.4 15 0 -0.00251756 Host
HMR0.1_15 HMR0.1 VR0.4 15 100 0.223356 Host
HMR0.1_15 HMR0.1 VR0.4 15 200 0.462363 Host
HMR0.1_15 HMR0.1 VR0.4 15 300 0.725227 Host
HMR0.1_15 HMR0.1 VR0.4 15 400 0.842431 Host
HMR0.1_15 HMR0.1 VR0.4 15 500 0.885119 Host
HMR0.1_15 HMR0.1 VR0.4 15 600 0.899947 Host
HMR0.1_15 HMR0.1 VR0.4 15 700 0.918069 Host
HMR0.1_15 HMR0.1 VR0.4 15 800 0.928622 Host
HMR0.1_15 HMR0.1 VR0.4 15 900 0.936273 Host
HMR0.1_15 HMR0.1 VR0.4 15 1000 0.943409 Host
HMR0.1_15 HMR0.1 VR0.4 15 1100 0.94848 Host
HMR0.1_15 HMR0.1 VR0.4 15 1200 0.953525 Host
HMR0.1_15 HMR0.1 VR0.4 15 1300 0.956484 Host
HMR0.1_15 HMR0.1 VR0.4 15 1400 0.960111 Host
HMR0.1_15 HMR0.1 VR0.4 15 1500 0.960506 Host
HMR0.1_15 HMR0.1 VR0.4 15 1600 0.96095 Host
HMR0.1_15 HMR0.1 VR0.4 15 1700 0.963944 Host
HMR0.1_15 HMR0.1 VR0.4 15 1800 0.96341 Host
HMR0.1_15 HMR0.1 VR0.4 15 1900 0.963873 Host
HMR0.1_15 HMR0.1 VR0.4 15 2000 0.964868 Host
HMR0.1_15 HMR0.1 VR0.4 15 2100 0.967021 Host
HMR0.1_15 HMR0.1 VR0.4 15 2200 0.968817 Host
HMR0.1_15 HMR0.1 VR0.4 15 2300 0.970028 Host
HMR0.1_15 HMR0.1 VR0.4 15 2400 0.972042 Host
HMR0.1_15 HMR0.1 VR0.4 15 2500 0.972491 Host
HMR0.1_15 HMR0.1 VR0.4 15 2600 0.973646 Host
HMR0.1_15 HMR0.1 VR0.4 15 2700 0.973355 Host
HMR0.1_15 HMR0.1 VR0.4 15 2800 0.97326 Host
HMR0.1_15 HMR0.1 VR0.4 15 2900 0.974334 Host
HMR0.1_15 HMR0.1 VR0.4 15 3000 0.975445 Host
HMR0.1_15 HMR0.1 VR0.4 15 3100 0.975816 Host
HMR0.1_15 HMR0.1 VR0.4 15 3200 0.976544 Host
HMR0.1_15 HMR0.1 VR0.4 15 3300 0.976905 Host
HMR0.1_15 HMR0.1 VR0.4 15 3400 0.978324 Host
HMR0.1_15 HMR0.1 VR0.4 15 3500 0.978947 Host
HMR0.1_15 HMR0.1 VR0.4 15 3600 0.979288 Host
HMR0.1_15 HMR0.1 VR0.4 15 3700 0.979578 Host
HMR0.1_15 HMR0.1 VR0.4 15 3800 0.980631 Host
HMR0.1_15 HMR0.1 VR0.4 15 3900 0.980484 Host
HMR0.1_15 HMR0.1 VR0.4 15 4000 0.981221 Host
HMR0.1_15 HMR0.1 VR0.4 15 4100 0.981023 Host
HMR0.1_15 HMR0.1 VR0.4 15 4200 0.981726 Host
HMR0.1_15 HMR0.1 VR0.4 15 4300 0.981593 Host
HMR0.1_15 HMR0.1 VR0.4 15 4400 0.981606 Host
HMR0.1_15 HMR0.1 VR0.4 15 4500 0.981723 Host
HMR0.1_15 HMR0.1 VR0.4 15 4600 0.981469 Host
HMR0.1_15 HMR0.1 VR0.4 15 4700 0.981768 Host
HMR0.1_15 HMR0.1 VR0.4 15 4800 0.982008 Host
HMR0.1_15 HMR0.1 VR0.4 15 4900 0.982543 Host
HMR0.1_15 HMR0.1 VR0.4 15 5000 0.982318 Host
HMR0.1_15 HMR0.1 VR0.4 15 5100 0.982632 Host
HMR0.1_15 HMR0.1 VR0.4 15 5200 0.982628 Host
HMR0.1_15 HMR0.1 VR0.4 15 5300 0.983219 Host
HMR0.1_15 HMR0.1 VR0.4 15 5400 0.983744 Host
HMR0.1_15 HMR0.1 VR0.4 15 5500 0.98354 Host
HMR0.1_15 HMR0.1 VR0.4 15 5600 0.984118 Host
HMR0.1_15 HMR0.1 VR0.4 15 5700 0.984647 Host
HMR0.1_15 HMR0.1 VR0.4 15 5800 0.984828 Host
HMR0.1_15 HMR0.1 VR0.4 15 5900 0.985622 Host
HMR0.1_15 HMR0.1 VR0.4 15 6000 0.985549 Host
HMR0.1_15 HMR0.1 VR0.4 15 6100 0.985991 Host
HMR0.1_15 HMR0.1 VR0.4 15 6200 0.986076 Host
HMR0.1_15 HMR0.1 VR0.4 15 6300 0.986484 Host
HMR0.1_15 HMR0.1 VR0.4 15 6400 0.986939 Host
HMR0.1_15 HMR0.1 VR0.4 15 6500 0.987741 Host
HMR0.1_15 HMR0.1 VR0.4 15 6600 0.987664 Host
HMR0.1_15 HMR0.1 VR0.4 15 6700 0.98827 Host
HMR0.1_15 HMR0.1 VR0.4 15 6800 0.987898 Host
HMR0.1_15 HMR0.1 VR0.4 15 6900 0.988264 Host
HMR0.1_15 HMR0.1 VR0.4 15 7000 0.988539 Host
HMR0.1_15 HMR0.1 VR0.4 15 7100 0.988611 Host
HMR0.1_15 HMR0.1 VR0.4 15 7200 0.988259 Host
HMR0.1_15 HMR0.1 VR0.4 15 7300 0.988454 Host
HMR0.1_15 HMR0.1 VR0.4 15 7400 0.988338 Host
HMR0.1_15 HMR0.1 VR0.4 15 7500 0.988177 Host
HMR0.1_15 HMR0.1 VR0.4 15 7600 0.988788 Host
HMR0.1_15 HMR0.1 VR0.4 15 7700 0.988958 Host
HMR0.1_15 HMR0.1 VR0.4 15 7800 0.988865 Host
HMR0.1_15 HMR0.1 VR0.4 15 7900 0.988631 Host
HMR0.1_15 HMR0.1 VR0.4 15 8000 0.988389 Host
HMR0.1_15 HMR0.1 VR0.4 15 8100 0.98814 Host
HMR0.1_15 HMR0.1 VR0.4 15 8200 0.988625 Host
HMR0.1_15 HMR0.1 VR0.4 15 8300 0.98886 Host
HMR0.1_15 HMR0.1 VR0.4 15 8400 0.98854 Host
HMR0.1_15 HMR0.1 VR0.4 15 8500 0.988121 Host
HMR0.1_15 HMR0.1 VR0.4 15 8600 0.987931 Host
HMR0.1_15 HMR0.1 VR0.4 15 8700 0.987736 Host
HMR0.1_15 HMR0.1 VR0.4 15 8800 0.987791 Host
HMR0.1_15 HMR0.1 VR0.4 15 8900 0.987572 Host
HMR0.1_15 HMR0.1 VR0.4 15 9000 0.987236 Host
HMR0.1_15 HMR0.1 VR0.4 15 9100 0.98786 Host
HMR0.1_15 HMR0.1 VR0.4 15 9200 0.987717 Host
HMR0.1_15 HMR0.1 VR0.4 15 9300 0.987264 Host
HMR0.1_15 HMR0.1 VR0.4 15 9400 0.987801 Host
HMR0.1_15 HMR0.1 VR0.4 15 9500 0.98719 Host
HMR0.1_15 HMR0.1 VR0.4 15 9600 0.987175 Host
HMR0.1_15 HMR0.1 VR0.4 15 9700 0.98725 Host
HMR0.1_15 HMR0.1 VR0.4 15 9800 0.986903 Host
HMR0.1_15 HMR0.1 VR0.4 15 9900 0.98722 Host
HMR0.1_15 HMR0.1 VR0.4 15 10000 0.987368 Host
HMR0.1_15 HMR0.1 VR0.4 15 0 -0.00252841 Sym
HMR0.1_15 HMR0.1 VR0.4 15 100 -0.218095 Sym
HMR0.1_15 HMR0.1 VR0.4 15 200 -0.146116 Sym
HMR0.1_15 HMR0.1 VR0.4 15 300 0.0467086 Sym
